id,username,Gender,email,Country,Age,Business or personal,days since ac creation,days since last tweet,days since last login,#of Tweets,#of Tweets / day,Facebook member?,Pinterest member?,Instagram member?,use twitter for authorization?,Profile pic?,Profile description?,# Following,# of Followers,Mobile
227,scruzgl,F,dwatson6a@fc2.com,Macedonia,29,Business,539,3,1,4868,9,1,1,1,1,1,1,1660,2042,0
186,jgordonhv,F,cford55@bloglines.com,Nigeria,31,Business,979,3,0,5894,6,1,1,1,1,1,0,2046,1493,1
48,kstanley3n,M,jgordon1b@fema.gov,China,35,Business,936,3,0,5646,6,1,1,0,0,1,1,2874,3535,0
708,arobinson75,M,abradleyjn@google.pl,China,37,Business,177,3,0,1574,9,1,0,1,0,0,1,368,453,0
285,ewallace4y,F,jhanson7w@mac.com,China,41,Business,900,3,2,6334,7,1,1,1,0,1,1,1845,2307,1
320,cstephensil,F,arussell8v@people.com.cn,Panama,41,Personal,37,3,2,205,6,1,0,1,1,1,0,76,95,1
836,bkingqd,M,tpattersonn7@google.com.au,Ukraine,43,Business,797,2,1,6408,8,0,1,0,1,1,1,1642,1987,0
848,awilson2j,M,jdiaznj@kickstarter.com,Brazil,27,Business,1220,1,0,9828,8,1,1,1,1,1,1,2538,3046,0
26,jruizc6,M,bholmesp@ebay.co.uk,Indonesia,36,business,238,44,48,31,1,1,0,0,1,1,0,128,30,1
116,jrichardsoncg,F,mmeyer37@go.com,Indonesia,49,business,1264,13,17,253,1,1,0,0,1,0,1,632,154,1
133,mhudson4,F,doliver3o@scribd.com,Albania,42,personal,785,20,23,235,1,1,1,1,1,0,1,432,83,0
92,lmorrison37,F,scook2j@tripod.com,Central African Republic,29,personal,934,36,50,205,0,0,1,1,1,1,0,597,110,1
478,nrobertshz,M,jreyesd9@answers.com,Nigeria,30,personal,448,46,46,76,1,0,0,0,0,1,1,233,50,1
172,wwilliamsgj,F,tsimmons4r@twitter.com,Luxembourg,41,personal,622,15,20,187,0,1,0,1,0,0,0,317,66,1
190,gharrison39,M,bvasquez59@constantcontact.com,Chad,32,personal,877,4,6,140,0,0,1,0,1,0,0,526,100,0
160,rsanchezcj,F,tgonzalez4f@homestead.com,Indonesia,42,personal,1546,22,30,386,0,0,0,1,1,0,0,989,214,1
336,mgomezkd,M,dduncan9b@mediafire.com,Poland,45,personal,2017,30,32,403,1,1,1,0,0,0,0,1311,262,0
300,jhicks50,F,msanchez8b@moonfruit.com,China,35,personal,312,27,27,50,0,1,0,0,0,0,0,162,28,1
22,calexanderh1,F,bknightl@furl.net,Mexico,50,personal,691,4,11,124,0,0,1,1,1,0,0,407,96,1
828,mmendozagb,F,alopezmz@newsvine.com,Latvia,47,business,761,35,48,160,1,0,0,1,0,0,1,495,89,1
592,vreyesq9,M,jlynchgf@mit.edu,Ukraine,47,personal,521,41,46,135,0,1,1,0,0,0,0,292,68,1
511,awoodmx,M,ggardnere6@fema.gov,Russia,47,business,1876,21,22,488,0,0,0,1,0,1,0,1182,248,1
39,rkellyc7,M,rberry12@tinypic.com,Indonesia,47,personal,569,22,24,171,0,1,0,1,0,0,0,347,79,1
462,malvarezq6,F,maustinct@ucla.edu,Ukraine,31,personal,830,40,43,108,0,1,1,1,1,1,1,415,87,0
756,dmartinez7c,F,lnelsonkz@com.com,China,32,business,190,47,52,36,0,0,0,0,1,0,0,105,19,1
267,gsimsac,M,sdean7e@lycos.com,France,45,personal,1060,1,8,276,0,1,0,1,0,0,0,615,148,1
722,varnoldbj,M,druizk1@nydailynews.com,Greece,44,personal,291,11,16,58,1,0,1,0,1,0,0,148,26,1
301,ecooperb3,M,ptucker8c@constantcontact.com,Ghana,43,personal,1160,37,51,197,1,1,0,0,1,1,0,743,166,1
229,kthompsongn,F,swatson6c@gravatar.com,Madagascar,49,personal,1533,16,22,307,1,1,1,0,1,1,1,782,182,1
993,knelson8f,M,jparkerrk@gov.uk,China,40,personal,1276,17,28,140,1,0,0,1,0,0,0,765,130,0
899,cjohnsonk1,F,hgreenoy@va.gov,Philippines,48,personal,134,25,31,27,0,0,0,0,0,1,0,78,16,1
606,jcarr32,M,bwhitegt@simplemachines.org,Canada,50,personal,1188,14,28,131,1,0,1,1,1,1,0,689,152,1
937,kmartin99,M,marnoldq0@fastcompany.com,Czech Republic,32,personal,329,48,56,89,1,1,1,0,1,1,1,204,46,1
559,chayesdq,M,fdanielsfi@nbcnews.com,Indonesia,45,personal,454,11,23,73,1,0,0,0,0,0,0,245,55,0
752,aevansg7,M,cmillerkv@uiuc.edu,Kazakhstan,33,personal,246,35,46,57,0,1,1,0,1,1,0,157,33,1
228,swest4k,M,kcox6b@yelp.com,China,43,personal,431,59,71,90,1,1,1,1,0,0,1,263,60,0
359,cfoster7,M,rjohnson9y@reverbnation.com,Albania,39,personal,87,8,10,19,1,0,1,0,0,1,1,57,10,0
496,aellisdi,F,rnguyendr@shinystat.com,Indonesia,47,personal,1400,20,31,294,1,1,1,0,1,1,0,700,142,1
482,dalvarez20,M,mcoxdd@npr.org,Brazil,28,personal,824,9,23,189,0,0,1,1,1,0,0,445,89,0
353,ecarpenterg9,M,rbarnes9s@blog.com,Kiribati,45,personal,2001,16,29,240,1,1,1,1,1,1,0,1101,205,0
818,jwilliamsonec,F,jjordanmp@topsy.com,Indonesia,46,personal,227,33,45,59,1,1,0,0,0,0,0,130,24,1
902,kdeanw,F,lfergusonp1@furl.net,Argentina,42,personal,913,13,19,192,1,1,0,1,0,0,1,529,90,1
512,rcarterre,F,adiaze7@etsy.com,Vietnam,50,personal,984,3,4,226,0,0,1,1,1,0,1,620,118,1
237,aharrison4m,F,mwright6k@mapquest.com,China,44,business,380,21,33,68,1,1,1,0,1,1,0,247,61,1
633,erileyal,M,shawkinshk@qq.com,France,37,personal,1134,3,6,306,1,1,0,0,0,1,0,590,128,1
16,ahayes3g,M,nwestf@cloudflare.com,China,39,personal,422,11,25,80,0,0,1,0,0,0,1,241,59,1
43,acooperpc,M,jhernandez16@mlb.com,Syria,50,personal,746,28,42,164,0,0,0,0,0,1,0,470,86,1
469,kcollinsjl,M,dgilbertd0@de.vu,Philippines,35,personal,2115,22,25,571,0,1,0,0,0,1,0,1290,245,1
207,lmills4d,M,cevans5q@arizona.edu,China,38,personal,2459,12,26,295,1,0,0,1,1,1,0,1525,310,1
383,nbradley9u,F,mjonesam@joomla.org,El Salvador,31,personal,89,31,31,22,0,0,1,0,0,1,1,53,12,1
328,ayoung58,F,sstewart93@linkedin.com,China,34,personal,2561,48,59,589,1,0,1,1,0,1,0,1306,244,1
83,mdixonfp,M,klong2a@etsy.com,Japan,34,business,236,54,60,31,1,1,0,1,1,1,1,137,28,1
96,elaneqi,M,jellis2n@jimdo.com,United States,41,personal,442,37,41,75,1,1,1,1,1,0,0,230,38,1
649,lcunninghamqa,M,areyesi0@cpanel.net,Ukraine,43,business,779,17,23,226,0,1,0,1,0,0,0,507,96,1
202,jwagner2u,F,pwatkins5l@biglobe.ne.jp,Cambodia,40,personal,1271,26,26,356,0,0,0,1,0,0,0,661,119,1
173,trussellja,F,jsimpson4s@jiathis.com,Philippines,48,personal,901,29,44,162,1,0,0,1,1,1,1,523,127,1
598,awestdt,F,lwarrengl@washingtonpost.com,Indonesia,41,personal,953,6,8,200,1,0,1,1,0,1,0,610,150,1
436,kalvarezgs,M,bbellc3@zimbio.com,Malawi,38,personal,613,42,50,104,0,0,1,0,1,1,0,307,71,0
392,ebanksd4,F,swestav@whitehouse.gov,Indonesia,37,personal,756,63,88,38,1,0,0,0,0,0,0,265,33,0
510,tdunn6a,F,ahernandeze5@illinois.edu,China,52,personal,93,58,70,16,0,0,1,1,0,0,1,46,5,0
791,mcoopernn,M,jleely@goo.gl,Russia,43,personal,1487,54,61,134,1,0,0,0,1,1,0,461,77,0
759,rcollinsiy,M,emoralesl2@aboutads.info,Peru,42,personal,359,60,83,22,0,0,0,0,0,0,0,180,19,0
63,mclarkqg,M,jhernandez1q@ucoz.ru,United States,44,personal,343,62,67,41,1,0,0,0,1,0,0,137,16,0
484,bcruz21,F,llawrencedf@webnode.com,Brazil,39,personal,342,52,52,34,1,1,0,1,0,0,0,161,16,1
786,jperkinsnm,F,ljoneslt@ox.ac.uk,Russia,44,personal,1371,57,67,164,0,0,0,0,1,1,1,425,65,0
185,rwebbk,F,acarpenter54@homestead.com,Argentina,46,personal,1078,70,73,54,1,0,1,0,0,0,0,377,36,0
384,jnguyen5f,M,jmilleran@hostgator.com,China,48,personal,1271,59,75,102,1,0,0,0,0,0,0,521,73,0
763,mlarsonbx,M,gfoxl6@blogger.com,Haiti,36,personal,1790,61,86,304,1,1,0,0,0,0,0,573,82,0
463,brichardsia,F,jmyerscu@si.edu,Pakistan,37,personal,335,68,80,27,1,0,0,1,1,0,1,164,17,0
19,sarmstrongpt,F,dramosi@technorati.com,Tunisia,58,personal,958,53,65,172,0,0,0,0,0,0,0,335,35,0
676,cdiazf5,F,bgutierrezir@vistaprint.com,Iran,35,personal,318,69,81,22,0,0,1,1,0,0,1,115,15,0
999,jbowman2v,M,jperkinsrq@addthis.com,Cameroon,51,personal,268,59,65,19,0,0,0,0,1,1,0,99,9,0
218,cspencergm,M,jferguson61@altervista.org,Madagascar,45,personal,249,62,69,40,1,0,0,0,0,0,0,77,11,0
187,bmontgomeryl,F,vdiaz56@people.com.cn,Argentina,38,personal,582,69,84,70,1,0,0,0,1,0,0,285,33,0
626,bwoodsna,M,bphillipshd@goodreads.com,Russia,55,personal,2568,70,95,360,1,1,0,1,0,0,0,873,102,0
494,bnicholsla,F,bkingdp@go.com,Portugal,56,personal,444,64,91,27,1,0,0,0,1,1,1,155,15,0
471,rcastillo5z,M,sfrazierd2@weebly.com,China,55,personal,1412,52,79,184,1,0,1,0,0,0,0,664,84,0
253,kjonesfr,M,jvasquez70@paypal.com,Japan,39,personal,1105,52,56,144,1,0,0,0,0,0,0,464,49,0
807,rmoraleson,M,lryanme@ucla.edu,South Korea,53,personal,1127,53,55,56,0,1,0,0,0,0,0,518,62,0
827,kramirezee,F,pfowlermy@pcworld.com,Indonesia,26,business,1384,14,10,5522,4,1,1,1,1,1,1,2838,3206,0
656,rcoleman94,M,egeorgei7@dailymail.co.uk,Czech Republic,32,business,2282,14,5,9095,4,1,1,1,1,1,1,11524,13137,1
989,gmasonlv,F,jgomezrg@mlb.com,Portugal,26,business,32,25,25,45,6,1,1,0,1,1,1,99,48,0
203,acrawford8z,F,gbailey5m@addthis.com,Czech Republic,32,personal,1643,16,4,6557,4,0,1,1,1,1,1,3352,1586,1
547,jgibsonjo,F,lrobinsonf6@clickbank.net,Philippines,26,business,656,14,13,3860,6,1,1,1,1,1,1,3308,1599,1
294,jharrisonmi,M,bmatthews85@twitpic.com,Russia,30,personal,68,20,5,148,3,0,1,1,1,1,1,276,128,0
178,rgarza49,F,phudson4x@de.vu,China,27,personal,344,17,0,1323,4,0,1,0,1,1,1,696,322,1
926,mburke1,M,dgardnerpp@mayoclinic.com,Afghanistan,35,business,1126,9,8,6711,6,1,0,1,1,1,1,3444,2136,1
658,bmoralesjr,M,amedinai9@jigsy.com,Philippines,31,business,240,11,8,920,4,1,1,1,1,1,1,729,838,0
670,jcolemannf,F,rkelleyil@t-online.de,Russia,34,business,197,16,9,1089,6,1,1,1,1,1,1,998,442,1
604,cfergusonlw,F,dsanchezgr@globo.com,Romania,35,personal,313,3,2,1558,5,0,0,1,1,1,1,953,422,0
787,ashawv,F,hmorrislu@chron.com,Argentina,35,personal,56,3,1,213,4,0,1,1,1,0,0,282,325,0
283,wowensbd,M,srobertson7u@aboutads.info,Greece,33,personal,1704,13,5,6796,4,0,1,1,0,1,1,3526,2292,1
240,sstonem6,M,lgreene6n@sciencedirect.com,Russia,32,business,621,25,12,1808,3,1,1,1,1,1,1,2505,1211,0
225,mmccoy4j,M,jhansen68@amazon.de,China,30,business,597,22,20,2879,5,1,1,1,1,1,1,1235,560,0
721,kbryantll,M,jbryantk0@youtube.com,Portugal,32,business,116,21,14,477,5,1,1,1,1,0,1,587,382,1
61,smills3q,F,dperry1o@t-online.de,China,27,business,278,2,2,1119,4,1,1,0,1,1,1,852,963,0
958,bolson2p,F,mstewartql@1688.com,Brazil,26,business,302,6,6,896,3,1,1,1,1,1,0,619,693,1
929,dday98,F,ncoxps@about.com,Czech Republic,31,business,1425,14,1,5715,4,1,1,1,1,1,1,4346,2695,1
7,kcastillo1m,F,bshaw6@japanpost.jp,Brazil,31,personal,666,18,13,3262,5,0,0,1,1,1,1,1366,888,1
250,rgarciao8,M,mwarren6x@baidu.com,Serbia,33,business,92,8,8,338,4,1,1,1,1,1,1,465,293,0
413,relliott9f,M,eyoungbg@prlog.org,Denmark,33,personal,102,3,0,300,3,1,1,1,1,1,0,308,188,0
507,rthomasib,M,rfreemane2@huffingtonpost.com,Pakistan,31,business,511,6,4,2546,5,1,0,1,1,1,1,2065,1322,0
864,jyoungg0,F,sfoxnz@yellowpages.com,Japan,29,business,1211,18,7,6011,5,1,1,0,1,1,1,2457,2801,0
410,awilliamsonl8,F,dbryantbd@i2i.jp,Portugal,28,business,242,25,22,1313,6,1,0,1,1,1,1,494,224,0
411,csimpsonoi,F,dcarpenterbe@bandcamp.com,South Africa,27,business,229,20,6,1053,5,1,1,1,0,0,1,691,320,0
368,aboyd5d,F,aduncana7@reverbnation.com,China,26,business,518,25,21,2481,5,1,1,1,1,1,1,1570,1727,0
422,dcoxqo,M,jhansenbp@yelp.com,United States,29,business,77,16,13,305,5,1,0,1,1,1,1,234,150,1
519,lmason9h,F,sboydee@cornell.edu,Dominican Republic,25,personal,1079,22,10,5338,5,1,1,0,1,1,1,5459,3385,0
845,jhawkins12,F,nmatthewsng@webs.com,Armenia,31,personal,670,5,1,2680,4,1,1,1,1,1,1,1387,1581,0
931,kharper85,M,chamiltonpu@va.gov,China,35,business,421,20,9,2011,5,1,1,1,1,1,1,1707,1058,0
117,nmedinam0,M,tpeters38@un.org,Russia,27,personal,230,23,15,1251,6,0,1,0,1,1,1,705,320,0
711,djordanam,M,vperryjq@bravesites.com,France,35,business,707,20,20,3454,5,1,1,1,1,1,1,2155,955,1
774,jnicholsbl,M,eporterlh@accuweather.com,Greece,31,business,442,19,1,2133,5,1,1,1,1,1,1,902,1019,1
256,acarroll9t,F,kfernandez73@issuu.com,El Salvador,31,business,880,18,0,3484,4,1,0,1,1,1,1,4436,2750,1
82,lboydj2,F,fhudson29@cdc.gov,Philippines,31,personal,497,8,2,1962,4,1,1,1,1,0,1,1999,2299,1
764,jgreen7e,M,twhitel7@toplist.cz,China,32,business,137,17,17,364,3,1,1,1,1,1,0,415,457,0
350,aromero5b,M,bstanley9p@hexun.com,China,29,business,596,12,9,2948,5,1,0,1,1,1,1,1203,533,0
372,lcruz5e,M,tkelleyab@1insider.com,China,28,business,971,24,21,2891,3,1,1,1,0,1,1,1982,1249,1
432,awarreno9,M,jhawkinsbz@vkontakte.ru,Serbia,31,personal,1536,5,3,6138,4,0,1,1,1,1,1,3133,1911,1
209,mgibsonq1,M,sstevens5s@51.la,Ukraine,31,business,1253,24,16,3699,3,1,1,1,1,1,0,6328,2805,1
784,lwilliams96,M,arobertslr@archive.org,Czech Republic,30,business,222,6,5,866,4,1,1,1,1,1,1,1114,494,0
960,mwilsono0,M,jwebbqn@flavors.me,Russia,31,personal,402,16,13,1165,3,0,0,1,1,1,1,1233,1394,0
438,jjacksonr8,M,kolsonc5@fda.gov,Venezuela,26,business,214,18,3,1180,6,1,1,1,1,0,1,869,982,1
443,soliver14,M,lrobertsonca@1und1.de,Australia,34,business,277,18,17,1305,5,1,1,0,1,1,1,1126,544,1
115,mmorrison3y,F,bnguyen36@reverbnation.com,China,25,business,136,15,7,492,4,1,0,1,1,0,1,687,762,0
747,rkingh7,M,hschmidtkq@nydailynews.com,Mexico,32,business,364,7,1,2143,6,1,1,1,1,1,1,1109,536,1
362,bricemq,M,dpereza1@trellian.com,Russia,32,personal,1023,13,4,5089,5,0,1,1,1,1,1,4121,2514,1
867,tgardnernt,M,tvasquezo2@samsung.com,Russia,30,personal,1120,20,14,3311,3,1,0,0,1,1,0,2307,2630,1
876,cjohnston2m,M,mbakerob@ox.ac.uk,Brazil,25,business,242,19,3,903,4,1,1,1,1,1,1,502,306,1
427,dlittlerd,M,mpetersonbu@cmu.edu,Vietnam,32,business,1137,2,1,3450,3,1,1,1,1,1,1,3467,1572,0
426,jhernandezgo,M,gevansbt@flickr.com,Madagascar,26,business,409,6,2,1222,3,1,1,0,1,1,1,1240,781,1
542,broseom,F,aallenf1@rakuten.co.jp,South Korea,33,personal,1449,5,0,7280,5,0,1,1,1,1,1,2957,1833,0
613,bphillipskl,M,bvasquezh0@reuters.com,Poland,29,business,177,11,2,667,4,1,1,1,1,1,1,542,235,1
635,sraylf,F,ccolemanhm@t.co,Portugal,31,personal,248,7,5,1211,5,0,1,1,1,1,1,751,325,1
738,dhudson78,F,sdixonkh@economist.com,China,35,personal,1988,23,15,7958,4,0,1,0,1,1,1,8070,8958,0
150,wmills8j,M,eboyd45@vkontakte.ru,Colombia,34,business,980,24,12,5763,6,1,0,1,1,1,1,3958,1834,1
597,ecruzai,M,cpaynegk@gov.uk,France,35,business,2187,1,1,11038,5,1,1,1,1,1,1,10999,6819,1
904,jarmstrongrr,M,barnoldp3@globo.com,Zimbabwe,32,business,1642,22,8,4894,3,1,1,1,1,1,1,4976,2206,0
538,astonehg,F,aalexanderex@latimes.com,Morocco,34,personal,308,25,8,1699,6,0,0,1,1,1,1,624,289,1
674,aford29,M,smillsip@deliciousdays.com,Brazil,31,personal,313,6,1,1848,6,0,1,1,1,0,0,959,624,0
979,elewiso2,F,wboydr6@jigsy.com,Russia,28,personal,778,22,2,2298,3,0,1,1,0,1,1,3935,4407,0
222,bburns4i,M,eelliott65@instagram.com,China,33,business,196,3,0,1168,6,1,1,1,1,1,1,593,368,1
643,kgreenedx,M,thendersonhu@jalbum.net,Indonesia,27,business,453,24,20,1311,3,1,1,1,1,1,1,1841,2062,0
20,jlawsonlx,M,agutierrezj@pinterest.com,Russia,30,business,133,17,15,698,6,1,1,1,1,0,1,275,165,0
3,bcarrollij,M,wparker2@hibu.com,Panama,32,business,350,11,11,2051,6,1,1,0,1,1,1,1773,839,1
739,abanksfz,F,atorreski@example.com,Japan,32,business,82,18,0,390,6,1,1,1,1,1,0,253,288,0
565,tray31,F,ngonzalezfo@redcross.org,Canada,27,business,933,6,4,4684,5,1,1,1,1,1,1,1886,874,1
140,cdixonm2,F,ksanders3v@friendfeed.com,Russia,30,personal,1806,14,2,9033,5,0,0,1,1,1,1,9121,5929,1
921,hrobertsh0,M,hreedpk@theatlantic.com,Mauritius,31,business,709,19,18,2790,4,1,1,1,1,1,1,2859,1744,1
13,slynchc5,F,nbradleyc@symantec.com,Indonesia,33,personal,113,23,0,366,4,1,1,1,1,1,0,234,104,0
322,bkelley55,F,lfranklin8x@mayoclinic.com,China,33,business,227,15,3,644,3,1,0,1,1,1,1,916,424,0
745,pmillerpi,F,hcarrollko@linkedin.com,Tanzania,33,business,957,17,2,3779,4,1,1,0,1,1,1,2909,1261,0
100,kburkelz,M,jday2r@weibo.com,Russia,26,business,1365,4,0,5510,4,1,0,1,1,1,1,5513,6284,0
816,jspencer2i,F,lcarrmn@aboutads.info,Brazil,26,business,378,11,3,1841,5,1,1,1,0,0,1,1907,1240,0
476,jgardnerqr,M,jwellsd7@dell.com,United States,34,business,318,13,13,927,3,1,1,1,1,1,1,1287,785,0
80,jsnydercd,F,mduncan27@dagondesign.com,Indonesia,35,business,87,7,3,243,3,1,0,1,1,1,1,349,398,0
903,rpattersonnu,F,jhansenp2@tumblr.com,Russia,28,personal,1743,2,0,6979,4,1,1,0,1,1,1,5315,2409,1
946,dcolemanev,M,hwarrenq9@ucla.edu,Indonesia,33,personal,1661,1,0,8315,5,1,1,1,1,1,1,3371,2023,0
749,broberts7a,M,jdavisks@e-recht24.de,China,33,business,730,20,9,2868,4,1,1,1,1,1,1,3677,4119,0
563,areynoldsn5,M,kmccoyfm@vkontakte.ru,Russia,34,personal,141,22,20,480,4,0,1,0,1,1,1,568,625,0
790,kyoungfb,M,rburtonlx@nba.com,Iraq,29,business,1960,24,15,9701,5,1,1,1,1,1,1,9880,4676,0
680,kharrison70,M,awellsiv@archive.org,China,32,business,1921,1,0,9638,5,1,1,1,1,1,1,3957,4551,1
580,mlee9v,M,cporterg3@g.co,Equatorial Guinea,34,business,1608,23,6,6354,4,1,0,1,1,1,1,8102,5023,1
936,pcole87,F,ebrownpz@51.la,China,34,personal,1768,10,6,7086,4,1,1,1,1,0,1,8876,4113,1
418,hbennettmu,F,hhartbl@hao123.com,Russia,32,business,2055,22,4,12260,6,1,1,1,1,1,0,8261,9252,1
284,wmartinjd,F,alewis7v@nationalgeographic.com,Philippines,25,business,373,2,0,1864,5,1,0,1,1,1,1,1509,684,0
331,jdavisfs,F,khunt96@wired.com,Japan,25,business,584,1,0,2934,5,1,1,1,0,1,1,2951,1279,0
928,mlarsonnw,F,lreynoldspr@biglobe.ne.jp,Russia,33,personal,1061,22,14,3140,3,0,1,1,1,1,1,3216,1555,1
437,kjohnston5r,F,cduncanc4@phpbb.com,China,27,business,226,25,21,813,4,1,1,1,1,1,0,458,212,1
785,jramirez7j,M,bdeanls@ebay.co.uk,China,34,business,2015,17,10,8034,4,1,1,1,1,1,1,10218,4530,1
793,mspencerhq,F,mraym0@dmoz.org,New Caledonia,34,personal,885,6,3,5298,6,0,0,1,1,1,1,4458,4993,0
154,ethomasm3,M,mwright49@prlog.org,Russia,25,business,791,3,3,3177,4,1,1,1,1,0,1,1598,1007,0
671,lstevenshs,F,chamiltonim@unblog.fr,Nicaragua,28,business,260,11,6,762,3,1,1,0,1,1,1,537,338,1
340,balvarezrc,M,hnichols9f@marriott.com,Vietnam,33,business,1484,19,0,5921,4,1,0,1,1,0,1,7525,3411,1
429,sfloresdc,F,cturnerbw@angelfire.com,Indonesia,25,business,536,23,1,3097,6,1,1,1,1,1,1,1644,1069,0
412,hwarren1w,F,mnguyenbf@sitemeter.com,Brazil,27,personal,151,14,6,555,4,0,1,1,1,1,1,764,848,1
147,dcoleav,M,farnold42@blogs.com,Gabon,33,personal,662,13,5,2621,4,1,0,0,1,1,0,3322,1473,1
450,dmason5u,F,ndanielsch@1week.com,China,45,Personal,1195,1,0,7221,6,1,1,1,0,0,1,2461,1796,1
724,jadamspd,F,dortizk3@thetimes.co.uk,Taiwan,26,Business,2461,1,0,19776,8,1,1,0,0,0,1,5020,6174,1
76,crosel2,F,nhayes23@1week.com,Portugal,41,Business,823,2,0,5787,7,1,1,1,1,1,0,2543,1831,0
404,astonep,M,alopezb7@indiatimes.com,Argentina,40,Business,633,1,0,5073,8,1,1,1,0,1,1,1949,2358,1
975,ckennedy8c,M,ralexanderr2@globo.com,China,35,Personal,334,2,0,3000,9,0,0,1,1,1,1,694,854,1
832,asandersbt,F,bthompsonn3@lycos.com,Guatemala,40,Business,988,1,0,6938,7,1,1,1,0,1,1,3033,3670,1
773,jhansen2f,F,lmillerlg@ibm.com,Brazil,45,Business,2083,3,0,12627,6,1,1,1,0,0,1,4333,5200,0
767,sgrant2d,M,tmatthewsla@friendfeed.com,Brazil,42,Business,1343,3,2,9458,7,1,0,1,1,1,1,2739,3341,0
4,mthomas3c,F,lpowell3@vinaora.com,China,43,Personal,376,3,1,2256,6,0,1,1,1,1,1,1156,1445,0
223,phayes9s,F,kwelch66@usa.gov,Egypt,25,Business,69,3,0,400,6,1,1,0,0,1,1,211,257,0
646,jgilbertnd,M,jhunthx@jimdo.com,Russia,26,Business,1198,1,0,7215,6,1,1,1,1,0,1,2503,3028,1
694,cpalmerli,F,tstanleyj9@cam.ac.uk,Portugal,34,Personal,377,2,0,2276,6,0,0,1,0,1,1,774,580,0
809,hberryi3,F,enelsonmg@ihg.com,Nigeria,40,Business,61,1,0,482,8,1,1,1,1,1,1,188,135,0
139,ccook43,F,dblack3u@ibm.com,China,26,Business,773,1,0,4693,6,1,1,1,1,1,0,1615,1195,1
98,agardnerk7,M,amills2p@cafepress.com,Poland,28,Business,587,3,1,5304,9,1,1,0,0,1,1,1204,855,0
330,hbishopbr,F,kroberts95@wp.com,Guatemala,38,Business,1909,3,1,15398,8,1,0,1,0,0,1,5879,4292,0
959,kwebbky,F,alarsonqm@123-reg.co.uk,Poland,29,Business,216,1,0,1521,7,1,1,1,0,1,1,659,798,1
769,epowelllm,F,acunninghamlc@sakura.ne.jp,Portugal,31,Personal,1008,1,0,6073,6,1,0,1,1,1,0,3105,3819,1
168,aortiz8y,F,dknight4n@stumbleupon.com,Czech Republic,39,Business,614,2,0,4303,7,0,1,0,1,1,1,1885,2337,0
992,twillisps,F,lfowlerrj@amazon.com,Togo,28,Business,302,1,0,2424,8,1,1,1,1,1,1,618,755,0
662,ssandersiw,M,lowensid@hexun.com,Peru,40,Business,1365,3,1,9614,7,1,1,1,1,1,1,4176,3132,1
393,jhayesoc,F,lhowardaw@unc.edu,Slovenia,43,Business,630,1,0,4427,7,0,1,0,1,1,1,1285,925,1
532,acrawfordgg,M,jstanleyer@state.gov,Lithuania,30,Personal,339,2,1,3055,9,1,1,1,1,1,1,708,517,0
918,ebennett97,F,aholmesph@discovery.com,Czech Republic,37,Business,1136,3,2,10284,9,1,0,1,1,1,1,3475,2502,1
524,rriley6e,M,ebaileyej@bloomberg.com,China,36,Personal,361,2,1,2532,7,1,1,1,0,0,1,1096,778,1
798,ldavisln,M,jcolemanm5@scientificamerican.com,Portugal,30,Business,1007,2,1,8093,8,1,1,0,0,0,1,3113,2334,1
891,rcooperbn,F,bmatthewsoq@gov.uk,Guam,25,Business,175,3,1,1035,6,1,1,1,1,1,0,363,265,0
976,wcollins2r,M,jgordonr3@w3.org,Brazil,29,Business,1724,1,0,12202,7,1,1,1,0,1,1,3552,4405,1
265,gpalmerg1,M,cross7c@google.com,Jordan,42,Personal,994,1,0,7022,7,0,0,1,1,1,1,2078,2514,1
625,bwright6u,F,dwarrenhc@netscape.com,China,27,Business,1246,2,0,8746,7,1,1,1,0,1,1,2604,3256,1
639,jhunt6v,F,khudsonhq@livejournal.com,China,41,Business,729,3,1,5854,8,1,1,1,0,0,1,1524,1067,0
605,ipowelljq,F,bbennettgs@simplemachines.org,Philippines,43,Business,507,1,0,4065,8,1,0,1,1,1,1,1039,779,0
30,wadamsgf,M,rhayest@simplemachines.org,Lithuania,27,Personal,749,3,2,5253,7,0,1,1,1,1,1,2315,2778,0
813,dfieldslo,M,rfraziermk@w3.org,Portugal,39,Business,283,1,0,2547,9,1,1,0,0,1,1,580,719,0
865,malexanderlr,M,tfraziero0@clickbank.net,Portugal,37,Business,1668,2,1,11782,7,1,1,1,1,0,1,3437,2543,1
495,dreyesgw,F,dmyersdq@hp.com,Mali,34,Personal,1200,3,1,8418,7,0,0,1,0,1,1,2473,1731,0
782,hfox7h,F,djacobslp@senate.gov,China,39,Business,573,1,0,4602,8,1,1,1,1,1,1,1198,839,0
923,fhughes8t,F,hriverapm@icq.com,Croatia,27,Business,488,1,0,4408,9,1,1,1,1,1,0,1014,710,1
760,slawrencean,M,dortizl3@last.fm,France,32,Business,802,1,0,5654,7,1,1,0,0,1,1,1636,1194,0
995,apierceaw,M,rwatsonrm@w3.org,Gambia,31,Business,931,2,0,5638,6,1,0,1,0,0,1,2867,2093,0
533,fthomasn1,M,awebbes@etsy.com,Russia,38,Business,50,3,2,424,9,1,1,1,0,1,1,154,110,1
743,lhamiltonr2,M,dwallacekm@lulu.com,United States,31,Personal,732,3,1,5879,8,1,0,1,1,1,0,2256,1601,1
885,ltucker7z,M,wrobertsonok@goodreads.com,China,35,Business,106,1,0,957,9,0,1,0,1,1,1,326,231,0
